campaign_tag,sample_id,sample_index,method_order,method_key,method_label,method_group,schedule_mode,shots,target_selection_mode,target_fraction,ground_energy,top_energy,jzz,hx,hz,bad_final_count,bad_final_rate,n_diverged,mean_normalized_gap,median_normalized_gap,mean_total_steps
commeff_tfim_8qubit_highNoise,H00001,1,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,-16.087213925340926,16.087213925340926,0.9185630992485563,-1.9134118252881938,0.0,87,0.87,0,0.14629999999999999,0.14545,954.6
commeff_tfim_8qubit_highNoise,H00001,1,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,-16.087213925340926,16.087213925340926,0.9185630992485563,-1.9134118252881938,0.0,81,0.81,0,0.128797,0.1333,1097.7
commeff_tfim_8qubit_highNoise,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,-16.087213925340926,16.087213925340926,0.9185630992485563,-1.9134118252881938,0.0,2,0.02,0,0.02367999999999999,0.0208,1108.6
commeff_tfim_8qubit_highNoise,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-16.087213925340926,16.087213925340926,0.9185630992485563,-1.9134118252881938,0.0,66,0.66,0,0.10451700000000001,0.1104,785.3
commeff_tfim_8qubit_highNoise,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-16.087213925340926,16.087213925340926,0.9185630992485563,-1.9134118252881938,0.0,62,0.62,0,0.101504,0.1048,1056
commeff_tfim_8qubit_highNoise,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-16.087213925340926,16.087213925340926,0.9185630992485563,-1.9134118252881938,0.0,14,0.14,0,0.03873899999999999,0.0208,1227.7
commeff_tfim_8qubit_highNoise,H00001,1,9,shot_100,shot_100,shot,,100,,,-16.087213925340926,16.087213925340926,0.9185630992485563,-1.9134118252881938,0.0,76,0.76,0,0.12532908561266531,0.13026543591504552,1000
commeff_tfim_8qubit_highNoise,H00002,2,1,clean,clean,clean,,,,,-14.394334375222694,14.394334375222694,-1.922442538910711,0.8416061333504223,0.0,48,0.48,0,0.095335,0.0915,1000
commeff_tfim_8qubit_highNoise,H00002,2,2,full,full,full_noise,staged_prob_schedule,,,1.0,-14.394334375222694,14.394334375222694,-1.922442538910711,0.8416061333504223,0.0,17,0.17,0,0.032403,0.0161,781
commeff_tfim_8qubit_highNoise,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,-14.394334375222694,14.394334375222694,-1.922442538910711,0.8416061333504223,0.0,64,0.64,0,0.12006100000000001,0.12179999999999999,947.6
commeff_tfim_8qubit_highNoise,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,-14.394334375222694,14.394334375222694,-1.922442538910711,0.8416061333504223,0.0,53,0.53,0,0.109115,0.1042,1108.5
commeff_tfim_8qubit_highNoise,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,-14.394334375222694,14.394334375222694,-1.922442538910711,0.8416061333504223,0.0,13,0.13,0,0.028671999999999996,0.0161,946.5
commeff_tfim_8qubit_highNoise,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-14.394334375222694,14.394334375222694,-1.922442538910711,0.8416061333504223,0.0,41,0.41,0,0.09738300000000001,0.08560000000000001,650.4
commeff_tfim_8qubit_highNoise,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-14.394334375222694,14.394334375222694,-1.922442538910711,0.8416061333504223,0.0,39,0.39,0,0.073777,0.0776,947
commeff_tfim_8qubit_highNoise,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-14.394334375222694,14.394334375222694,-1.922442538910711,0.8416061333504223,0.0,48,0.48,0,0.06334899999999999,0.016149999999999998,906.6
commeff_tfim_8qubit_highNoise,H00002,2,9,shot_100,shot_100,shot,,100,,,-14.394334375222694,14.394334375222694,-1.922442538910711,0.8416061333504223,0.0,63,0.63,0,0.11837652078706773,0.13134551708326736,1000
commeff_tfim_8qubit_highNoise,H00003,3,1,clean,clean,clean,,,,,-10.545593734894037,10.545593734894037,1.3212546470614317,0.8099413834553117,0.0,45,0.45,0,0.09594500000000002,0.09395,1000
commeff_tfim_8qubit_highNoise,H00003,3,2,full,full,full_noise,staged_prob_schedule,,,1.0,-10.545593734894037,10.545593734894037,1.3212546470614317,0.8099413834553117,0.0,28,0.28,0,0.050950999999999996,0.0302,787.9
commeff_tfim_8qubit_highNoise,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,-10.545593734894037,10.545593734894037,1.3212546470614317,0.8099413834553117,0.0,63,0.63,0,0.12042100000000001,0.12345,882
commeff_tfim_8qubit_highNoise,H00003,3,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,-10.545593734894037,10.545593734894037,1.3212546470614317,0.8099413834553117,0.0,50,0.5,0,0.107142,0.1001,1041.5
commeff_tfim_8qubit_highNoise,H00003,3,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,-10.545593734894037,10.545593734894037,1.3212546470614317,0.8099413834553117,0.0,38,0.38,0,0.059662,0.0302,911.9
commeff_tfim_8qubit_highNoise,H00003,3,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-10.545593734894037,10.545593734894037,1.3212546470614317,0.8099413834553117,0.0,52,0.52,0,0.09997500000000002,0.10135,676.2
commeff_tfim_8qubit_highNoise,H00003,3,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-10.545593734894037,10.545593734894037,1.3212546470614317,0.8099413834553117,0.0,39,0.39,0,0.088028,0.030600000000000002,986.7
commeff_tfim_8qubit_highNoise,H00003,3,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-10.545593734894037,10.545593734894037,1.3212546470614317,0.8099413834553117,0.0,11,0.11,0,0.03974899999999999,0.0302,1052.2
commeff_tfim_8qubit_highNoise,H00003,3,9,shot_100,shot_100,shot,,100,,,-10.545593734894037,10.545593734894037,1.3212546470614317,0.8099413834553117,0.0,71,0.71,0,0.11958303577260901,0.12685599582360368,1000
commeff_tfim_8qubit_highNoise,H00004,4,1,clean,clean,clean,,,,,-12.02779019891294,12.02779019891294,-1.7119030790166239,0.17443229811114325,0.0,57,0.57,0,0.106522,0.1291,1000
commeff_tfim_8qubit_highNoise,H00004,4,2,full,full,full_noise,staged_prob_schedule,,,1.0,-12.02779019891294,12.02779019891294,-1.7119030790166239,0.17443229811114325,0.0,12,0.12,0,0.017796,0.0009,732.3
commeff_tfim_8qubit_highNoise,H00004,4,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,-12.02779019891294,12.02779019891294,-1.7119030790166239,0.17443229811114325,0.0,72,0.72,0,0.137281,0.1424,922.1
commeff_tfim_8qubit_highNoise,H00004,4,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,-12.02779019891294,12.02779019891294,-1.7119030790166239,0.17443229811114325,0.0,57,0.57,0,0.10560199999999999,0.1291,958.2
commeff_tfim_8qubit_highNoise,H00004,4,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,-12.02779019891294,12.02779019891294,-1.7119030790166239,0.17443229811114325,0.0,12,0.12,0,0.018406,0.0009,722.4
commeff_tfim_8qubit_highNoise,H00004,4,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-12.02779019891294,12.02779019891294,-1.7119030790166239,0.17443229811114325,0.0,48,0.48,0,0.10338200000000003,0.07285,544.9
commeff_tfim_8qubit_highNoise,H00004,4,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-12.02779019891294,12.02779019891294,-1.7119030790166239,0.17443229811114325,0.0,39,0.39,0,0.078541,0.0723,819.5
commeff_tfim_8qubit_highNoise,H00004,4,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-12.02779019891294,12.02779019891294,-1.7119030790166239,0.17443229811114325,0.0,32,0.32,0,0.05437599999999999,0.0009,882.4
commeff_tfim_8qubit_highNoise,H00004,4,9,shot_100,shot_100,shot,,100,,,-12.02779019891294,12.02779019891294,-1.7119030790166239,0.17443229811114325,0.0,74,0.74,0,0.13624502114017412,0.14368919905803745,1000
